TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,TE_005,TE_01,TE_02,TE_03,IR,PM10
201806011400,108.0,29.0,3.7,1004.4,1014.0,29.6,10.6,31.0,12.8,-,0.0,0.0,-,1988.0,52.4,34.1,27.3,22.6,21.3,3.0,48.0
201806011500,108.0,29.0,3.3,1004.0,1013.6,29.9,13.2,36.0,15.2,-,0.0,0.0,-,1866.0,51.0,34.6,28.3,23.2,21.4,3.0,48.0
201806011600,108.0,29.0,3.2,1003.8,1013.4,29.9,12.3,34.0,14.3,-,0.0,0.0,-,1912.0,47.5,34.3,28.8,23.7,21.6,3.0,50.0
201806011700,108.0,29.0,4.3,1003.7,1013.3,29.2,12.1,35.0,14.1,-,0.0,0.0,-,1967.0,41.9,33.3,29.2,24.2,21.8,3.0,48.0
201806011800,108.0,27.0,3.0,1003.7,1013.3,28.5,11.9,36.0,13.9,-,0.0,0.0,-,1981.0,30.5,31.5,29.1,24.6,22.1,3.0,36.0
201806012100,108.0,29.0,1.6,1004.8,1014.6,23.5,10.5,44.0,12.7,-,0.0,0.0,-,2000.0,20.9,25.6,26.9,24.9,22.7,3.0,0.0
201806020000,108.0,23.0,1.4,1005.5,1015.4,20.9,10.9,53.0,13.0,-,0.0,0.0,-,1717.0,18.1,22.5,24.6,24.3,22.8,3.0,7.0
201806020300,108.0,27.0,1.5,1005.4,1015.4,18.9,11.6,63.0,13.7,-,0.0,0.0,-,1007.0,16.3,20.8,23.0,23.5,22.7,3.0,37.0
201806020400,108.0,29.0,1.3,1005.6,1015.6,18.3,11.8,66.0,13.8,40,0.0,0.0,-,929.0,15.7,20.2,22.6,23.2,22.6,3.0,31.0
201806020500,108.0,29.0,1.1,1005.7,1015.7,17.8,12.0,69.0,14.0,40,0.0,0.0,-,951.0,15.1,19.7,22.1,22.9,22.5,3.0,36.0
201806020600,108.0,29.0,1.3,1006.1,1016.1,17.7,11.7,68.0,13.7,40,0.0,0.0,-,842.0,15.8,19.4,21.8,22.6,22.4,3.0,32.0
201806020700,108.0,29.0,0.6,1006.3,1016.3,18.1,9.9,59.0,12.2,40,0.0,0.0,-,789.0,17.3,19.5,21.4,22.4,22.3,3.0,28.0
201806020800,108.0,20.0,1.0,1006.6,1016.6,20.4,10.7,54.0,12.9,40,0.0,0.0,-,828.0,26.4,20.9,21.3,22.1,22.1,3.0,42.0
201806020900,108.0,16.0,1.2,1006.3,1016.1,23.3,10.0,43.0,12.3,40,0.0,0.0,-,1257.0,35.0,23.3,21.6,21.9,22.0,3.0,80.0
201806021000,108.0,27.0,1.1,1005.7,1015.5,25.5,8.0,33.0,10.7,-,0.0,0.0,-,1815.0,42.7,26.4,22.5,21.9,21.9,3.0,88.0
201806021100,108.0,27.0,2.3,1005.7,1015.4,27.3,10.4,35.0,12.6,-,0.0,0.0,-,1537.0,48.2,29.3,23.7,22.0,21.7,3.0,106.0
201806021200,108.0,29.0,3.0,1005.6,1015.3,28.3,9.0,30.0,11.5,-,0.0,0.0,-,1675.0,51.9,31.5,25.1,22.2,21.7,3.0,81.0
201806021300,108.0,27.0,2.4,1004.9,1014.5,29.6,6.8,24.0,9.9,-,1.0,0.0,Ci,1873.0,54.1,33.3,26.4,22.7,21.8,3.0,23.0
201806021400,108.0,29.0,3.6,1004.6,1014.2,29.8,6.4,23.0,9.6,-,2.0,0.0,Ci,1945.0,53.9,34.3,27.7,23.2,21.9,3.0,13.0
201806021500,108.0,29.0,2.9,1004.2,1013.8,29.8,7.0,24.0,10.0,-,3.0,0.0,Ci,1939.0,52.0,34.7,28.5,23.7,22.0,3.0,11.0
201806021600,108.0,27.0,3.7,1004.0,1013.6,29.6,8.0,26.0,10.7,-,5.0,0.0,Ci,2000.0,48.3,34.5,29.2,24.2,22.1,3.0,17.0
201806021700,108.0,27.0,2.7,1003.8,1013.4,28.9,5.0,22.0,8.7,-,7.0,0.0,Ci,1965.0,42.8,33.5,29.5,24.7,22.4,3.0,15.0
201806021800,108.0,27.0,3.6,1003.8,1013.5,27.4,7.7,29.0,10.5,-,6.0,0.0,Ci,2000.0,29.6,31.2,29.3,25.1,22.6,3.0,13.0
201806022100,108.0,29.0,2.5,1004.6,1014.5,22.1,9.2,44.0,11.6,-,2.0,0.0,Ci,2000.0,19.7,25.3,27.0,25.3,23.2,3.0,4.0
201806030000,108.0,27.0,2.0,1004.6,1014.5,19.7,10.3,55.0,12.5,-,0.0,0.0,-,1986.0,16.5,22.1,24.7,24.5,23.3,3.0,10.0
201806030300,108.0,29.0,1.3,1003.7,1013.7,18.0,11.0,64.0,13.1,-,0.0,0.0,-,1560.0,14.7,20.3,23.0,23.7,23.1,3.0,25.0
201806030400,108.0,29.0,0.8,1003.7,1013.7,17.4,10.7,65.0,12.9,-,3.0,0.0,Ci,1093.0,14.2,19.8,22.5,23.4,23.0,3.0,30.0
201806030500,108.0,0.0,0.3,1004.0,1014.1,17.1,10.6,66.0,12.8,-,5.0,0.0,Ci,1370.0,13.8,19.2,22.1,23.1,22.9,3.0,33.0
201806030600,108.0,0.0,0.4,1004.2,1014.3,16.9,9.5,62.0,11.9,-,8.0,0.0,Ci,1768.0,14.9,18.9,21.7,22.9,22.7,3.0,16.0
201806030700,108.0,5.0,0.7,1004.3,1014.3,18.0,8.5,54.0,11.1,-,8.0,0.0,Ci,1997.0,18.6,19.4,21.4,22.6,22.6,3.0,18.0
201806030800,108.0,5.0,1.5,1004.6,1014.6,20.3,8.6,47.0,11.2,-,8.0,0.0,Ci,1785.0,26.0,20.7,21.3,22.3,22.5,3.0,32.0
201806030900,108.0,11.0,0.7,1004.5,1014.3,22.7,8.0,39.0,10.7,-,8.0,0.0,Ci,1880.0,35.6,23.0,21.6,22.1,22.2,3.0,57.0
201806031000,108.0,11.0,1.3,1004.0,1013.8,24.8,7.8,34.0,10.6,-,8.0,0.0,Ci,1869.0,40.7,25.5,22.4,22.1,22.2,3.0,79.0
201806031100,108.0,27.0,1.1,1003.8,1013.5,26.7,7.6,30.0,10.4,-,7.0,0.0,Ci,1782.0,48.3,28.2,23.4,22.1,22.1,3.0,66.0
201806031200,108.0,20.0,1.7,1003.3,1012.9,28.7,7.8,27.0,10.6,-,7.0,0.0,Ci,1843.0,53.9,30.9,24.7,22.3,22.0,3.0,65.0
201806031300,108.0,29.0,2.7,1002.9,1012.5,29.4,6.7,24.0,9.8,-,7.0,0.0,Ci,1905.0,53.5,32.7,26.1,22.7,22.0,3.0,43.0
201806031400,108.0,29.0,2.2,1002.5,1012.1,29.8,8.2,26.0,10.9,-,5.0,0.0,Ci,1818.0,54.1,34.0,27.3,23.2,22.1,3.0,18.0
201806031500,108.0,25.0,2.5,1002.1,1011.7,30.7,5.8,21.0,9.2,-,2.0,0.0,Ci,1876.0,53.3,34.8,28.2,23.7,22.2,3.0,23.0
201806031600,108.0,27.0,3.6,1001.9,1011.5,30.4,9.8,28.0,12.1,-,0.0,0.0,-,1790.0,48.4,34.6,29.0,24.2,22.3,3.0,40.0
201806031700,108.0,27.0,4.1,1002.0,1011.6,29.5,9.5,29.0,11.9,-,0.0,0.0,-,1944.0,42.5,33.7,29.3,24.7,22.5,3.0,38.0
201806031800,108.0,29.0,2.4,1001.3,1010.9,29.3,7.2,25.0,10.2,-,0.0,0.0,-,1973.0,30.6,31.8,29.3,25.0,22.7,3.0,13.0
201806032100,108.0,32.0,2.1,1002.1,1011.8,24.2,6.4,32.0,9.6,-,4.0,0.0,Ci,2000.0,20.2,25.7,27.1,25.4,23.3,3.0,10.0
201806040000,108.0,29.0,1.4,1002.7,1012.6,21.4,8.9,45.0,11.4,-,3.0,0.0,Ci,1964.0,17.4,22.6,24.9,24.7,23.4,3.0,7.0
201806040300,108.0,27.0,1.0,1002.8,1012.7,19.6,9.1,51.0,11.6,-,2.0,0.0,Ci,1923.0,15.9,20.9,23.4,23.9,23.3,3.0,25.0
201806040400,108.0,29.0,1.2,1003.0,1012.9,19.4,10.3,56.0,12.5,-,6.0,0.0,Ci,1752.0,15.7,20.5,22.9,23.7,23.2,3.0,27.0
201806040500,108.0,29.0,0.9,1002.9,1012.8,19.2,10.2,56.0,12.4,-,8.0,0.0,Ci,1772.0,16.1,20.2,22.5,23.4,23.1,3.0,23.0
201806040600,108.0,0.0,0.3,1003.1,1013.0,18.9,9.1,53.0,11.6,-,7.0,0.0,Ci,1871.0,16.1,20.1,22.3,23.2,23.0,3.0,25.0
201806040700,108.0,2.0,0.8,1003.5,1013.4,19.5,9.3,52.0,11.7,-,8.0,0.0,Ci,1818.0,20.2,20.3,22.0,22.9,22.8,3.0,32.0
201806040800,108.0,2.0,1.4,1003.5,1013.4,22.1,9.2,44.0,11.6,-,8.0,0.0,Ci,1435.0,29.4,21.6,21.9,22.7,22.7,3.0,48.0
201806040900,108.0,0.0,0.4,1003.3,1013.1,23.3,7.7,37.0,10.5,-,8.0,0.0,Ci,1336.0,33.8,23.3,22.2,22.5,22.5,3.0,66.0
201806041000,108.0,29.0,2.7,1003.4,1013.2,25.1,10.5,40.0,12.7,-,6.0,0.0,Ci,1076.0,42.7,26.0,22.8,22.4,22.4,3.0,84.0
201806041100,108.0,23.0,2.4,1003.4,1013.1,26.1,10.2,37.0,12.4,-,8.0,0.0,Ci,1079.0,46.7,28.5,23.8,22.5,22.3,3.0,78.0
201806041200,108.0,25.0,3.1,1003.4,1013.1,26.3,10.0,36.0,12.3,-,8.0,0.0,Ci,1377.0,45.2,30.0,25.0,22.7,22.3,3.0,76.0
201806041300,108.0,23.0,2.0,1002.8,1012.5,27.4,8.2,30.0,10.9,-,8.0,0.0,Ci,1768.0,51.9,31.4,25.9,23.0,22.3,3.0,28.0
201806041400,108.0,29.0,3.9,1002.5,1012.2,26.5,12.8,43.0,14.8,-,9.0,0.0,Ci,1671.0,44.5,31.8,26.8,23.4,22.4,3.0,48.0
201806041500,108.0,29.0,2.9,1002.3,1012.1,25.5,11.9,43.0,13.9,-,9.0,0.0,Cs,1996.0,37.9,31.2,27.4,23.8,22.4,3.0,11.0
201806041600,108.0,32.0,3.2,1002.2,1012.0,25.5,11.9,43.0,13.9,-,8.0,0.0,Cc,1892.0,39.9,30.7,27.5,24.1,22.6,3.0,7.0
201806041700,108.0,29.0,2.0,1001.8,1011.6,24.9,12.4,46.0,14.4,-,9.0,0.0,Cc,1855.0,33.3,29.6,27.6,24.4,22.7,3.0,25.0
201806041800,108.0,32.0,1.9,1001.2,1010.9,24.4,12.6,48.0,14.6,-,9.0,9.0,Ac,1998.0,28.5,28.5,27.4,24.6,22.9,3.0,26.0
201806042100,108.0,29.0,1.1,1001.8,1011.6,22.6,14.9,62.0,16.9,-,10.0,10.0,As,1363.0,22.0,25.0,25.9,24.7,23.2,3.0,26.0
201806050000,108.0,34.0,2.8,1002.9,1012.8,20.5,15.0,71.0,17.0,40,10.0,10.0,As,1204.0,20.2,23.4,24.6,24.3,23.2,3.0,23.0
201806050300,108.0,32.0,0.6,1002.3,1012.2,19.1,13.9,72.0,15.9,-,3.0,3.0,Ac,1370.0,16.2,21.4,23.5,23.7,23.1,3.0,38.0
201806050400,108.0,32.0,0.6,1002.0,1012.0,18.5,13.3,72.0,15.3,-,5.0,5.0,Ac,1168.0,16.3,20.7,23.1,23.5,23.0,3.0,30.0
201806050500,108.0,2.0,0.5,1002.2,1012.2,18.1,13.1,73.0,15.1,-,2.0,2.0,Ac,1182.0,15.4,20.3,22.7,23.3,23.0,3.0,29.0
201806050600,108.0,0.0,0.4,1002.4,1012.4,17.8,12.8,73.0,14.8,-,2.0,0.0,Ci,1188.0,15.5,19.8,22.3,23.1,22.9,3.0,22.0
201806050700,108.0,2.0,0.7,1002.8,1012.7,18.8,11.8,64.0,13.8,-,1.0,0.0,Ci,1099.0,18.0,19.9,21.9,22.9,22.8,3.0,26.0
201806050800,108.0,2.0,1.1,1002.9,1012.8,21.5,12.8,58.0,14.8,-,1.0,0.0,Ci,1021.0,27.5,21.4,21.8,22.6,22.6,3.0,47.0
201806050900,108.0,16.0,1.4,1002.8,1012.6,23.5,12.7,51.0,14.7,-,2.0,0.0,Ci,1169.0,36.1,23.6,22.1,22.4,22.5,3.0,51.0
201806051000,108.0,14.0,1.0,1002.6,1012.4,25.5,11.9,43.0,13.9,-,0.0,0.0,-,1568.0,44.0,26.5,22.9,22.4,22.4,3.0,38.0
201806051100,108.0,11.0,1.6,1002.2,1011.9,26.8,10.8,37.0,12.9,-,0.0,0.0,-,1639.0,50.1,29.1,23.9,22.5,22.3,3.0,24.0
201806051200,108.0,20.0,1.2,1001.8,1011.4,28.2,11.2,35.0,13.3,-,2.0,2.0,Sc,1411.0,54.0,31.6,25.2,22.7,22.3,3.0,14.0
201806051300,108.0,29.0,2.0,1001.1,1010.7,28.6,11.1,34.0,13.2,-,3.0,3.0,Sc,1274.0,53.8,32.8,26.5,23.1,22.3,3.0,29.0
201806051400,108.0,27.0,2.7,1000.7,1010.3,28.9,11.4,34.0,13.5,-,7.0,7.0,Sc,1328.0,47.7,33.0,27.4,23.5,22.4,3.0,24.0
201806051500,108.0,29.0,3.4,1000.3,1009.9,29.0,13.2,38.0,15.2,40,2.0,2.0,Sc,749.0,49.3,32.8,27.9,24.0,22.5,3.0,57.0
201806051600,108.0,29.0,3.1,1000.2,1009.8,28.8,13.0,38.0,15.0,40,0.0,0.0,-,1027.0,45.1,33.1,28.4,24.3,22.6,3.0,51.0
201806051700,108.0,32.0,3.6,1000.0,1009.6,28.1,12.0,37.0,14.0,-,0.0,0.0,-,1346.0,39.8,32.4,28.6,24.7,22.8,3.0,57.0
201806051800,108.0,29.0,2.8,1000.0,1009.7,27.1,12.3,40.0,14.3,-,0.0,0.0,-,1811.0,31.9,30.8,28.6,25.0,23.0,3.0,42.0
201806052100,108.0,27.0,1.7,1001.6,1011.4,23.3,12.5,51.0,14.5,-,0.0,0.0,-,1654.0,21.3,25.9,27.0,25.3,23.4,3.0,34.0
201806060000,108.0,29.0,0.9,1001.7,1011.6,21.2,13.1,60.0,15.1,-,0.0,0.0,-,1789.0,18.2,23.2,25.1,24.7,23.6,3.0,33.0
201806060300,108.0,27.0,1.7,1001.8,1011.7,19.6,13.5,68.0,15.5,-,0.0,0.0,-,1260.0,16.8,21.4,23.7,24.1,23.4,3.0,36.0
201806060400,108.0,29.0,0.8,1001.9,1011.8,19.2,13.1,68.0,15.1,-,0.0,0.0,-,1181.0,16.1,21.0,23.3,23.9,23.4,3.0,32.0
201806060500,108.0,27.0,1.4,1002.1,1012.0,18.7,13.7,73.0,15.7,-,0.0,0.0,-,1065.0,15.8,20.6,22.9,23.6,23.3,3.0,28.0
201806060600,108.0,27.0,1.1,1002.4,1012.4,18.5,13.5,73.0,15.5,-,0.0,0.0,-,1028.0,16.7,20.3,22.6,23.4,23.2,3.0,28.0
201806060700,108.0,25.0,0.7,1002.8,1012.7,19.3,12.0,63.0,14.0,40,0.0,0.0,-,916.0,19.4,20.5,22.3,23.2,23.0,3.0,37.0
201806060800,108.0,27.0,1.2,1003.2,1013.1,21.2,12.8,59.0,14.8,40,0.0,0.0,-,794.0,27.8,21.9,22.2,22.9,22.9,3.0,42.0
201806060900,108.0,20.0,2.3,1003.2,1013.0,22.9,13.6,56.0,15.6,40,0.0,0.0,-,763.0,35.0,23.9,22.5,22.8,22.8,3.0,55.0
201806061000,108.0,18.0,2.9,1002.9,1012.6,24.3,14.1,53.0,16.1,40,0.0,0.0,-,949.0,42.2,26.3,23.1,22.7,22.6,3.0,49.0
201806061100,108.0,18.0,2.1,1002.6,1012.3,25.8,15.1,52.0,17.2,40,1.0,1.0,Sc,905.0,48.4,29.0,24.1,22.8,22.6,3.0,35.0
201806061200,108.0,18.0,2.8,1002.1,1011.8,27.3,16.2,51.0,18.4,40,4.0,4.0,Sc,703.0,53.7,31.4,25.3,23.0,22.6,3.0,47.0
201806061300,108.0,29.0,3.1,1001.6,1011.3,27.3,16.5,52.0,18.8,40,3.0,3.0,Sc,613.0,54.0,33.3,26.5,23.3,22.5,3.0,58.0
201806061400,108.0,29.0,3.5,1001.6,1011.3,27.4,16.0,50.0,18.2,40,3.0,0.0,Ci,615.0,52.2,34.3,27.7,23.7,22.6,3.0,57.0
201806061500,108.0,29.0,3.7,1001.4,1011.1,27.6,15.9,49.0,18.1,40,1.0,0.0,Ci,656.0,51.1,34.8,28.6,24.2,22.8,3.0,66.0
201806061600,108.0,27.0,2.8,1001.2,1010.8,27.9,15.5,47.0,17.6,40,0.0,0.0,-,824.0,48.1,34.6,29.1,24.6,22.8,3.0,46.0
201806061700,108.0,29.0,2.7,1001.0,1010.7,27.4,15.4,48.0,17.5,40,0.0,0.0,-,1084.0,42.5,33.6,29.5,25.1,23.0,3.0,46.0
201806061800,108.0,29.0,2.5,1000.8,1010.5,26.6,15.9,52.0,18.1,-,3.0,0.0,Ci,1368.0,31.2,31.9,29.4,25.4,23.2,3.0,31.0
201806062100,108.0,27.0,2.5,1001.8,1011.6,22.1,16.8,72.0,19.1,40,0.0,0.0,-,923.0,20.7,26.0,27.5,25.7,23.8,3.0,40.0
201806070000,108.0,27.0,1.7,1003.5,1013.4,19.6,16.4,82.0,18.6,40,0.0,0.0,-,628.0,17.8,23.3,25.5,25.2,23.9,3.0,23.0
201806070300,108.0,29.0,1.6,1002.7,1012.7,18.4,16.3,88.0,18.5,19,0.0,0.0,-,465.0,16.3,21.4,24.0,24.5,23.8,3.0,27.0
201806070400,108.0,27.0,1.8,1002.9,1012.9,18.1,16.0,88.0,18.2,19,0.0,0.0,-,458.0,16.2,21.1,23.6,24.2,23.7,3.0,30.0
201806070500,108.0,27.0,2.2,1003.0,1013.0,17.8,16.3,91.0,18.5,19,0.0,0.0,-,393.0,16.2,20.8,23.2,24.0,23.6,3.0,33.0
201806070600,108.0,29.0,1.1,1003.4,1013.4,18.1,16.0,88.0,18.2,19,10.0,10.0,St,272.0,18.7,20.9,22.9,23.8,23.5,3.0,32.0
201806070700,108.0,27.0,2.0,1003.7,1013.7,18.6,16.0,85.0,18.2,19,10.0,10.0,St,307.0,20.5,21.3,22.8,23.5,23.4,3.0,36.0
201806070800,108.0,27.0,2.3,1003.8,1013.7,18.9,15.7,82.0,17.8,19,10.0,10.0,St,326.0,23.9,21.9,22.7,23.4,23.3,3.0,36.0
201806070900,108.0,27.0,1.6,1003.9,1013.9,20.5,15.4,73.0,17.5,19,9.0,9.0,St,364.0,31.2,23.2,22.8,23.2,23.2,3.0,47.0
201806071000,108.0,27.0,2.0,1003.7,1013.6,22.0,16.0,69.0,18.2,40,7.0,7.0,Sc,488.0,38.6,25.5,23.2,23.1,23.0,3.0,42.0
201806071100,108.0,25.0,1.8,1003.4,1013.2,23.4,15.6,62.0,17.7,40,0.0,0.0,-,603.0,47.5,28.3,24.1,23.1,22.9,3.0,43.0
201806071200,108.0,29.0,3.0,1002.9,1012.7,25.0,15.6,56.0,17.7,40,4.0,0.0,Ci,715.0,52.0,30.9,25.2,23.3,22.9,3.0,29.0
201806071300,108.0,27.0,2.4,1001.9,1011.6,26.7,14.4,47.0,16.4,40,7.0,0.0,Ci,806.0,54.8,33.1,26.4,23.5,22.9,3.0,48.0
201806071400,108.0,20.0,1.7,1000.7,1010.3,28.2,14.7,44.0,16.7,40,3.0,0.0,Ci,644.0,55.3,34.6,27.6,23.9,22.9,3.0,45.0
201806071500,108.0,27.0,2.0,1000.3,1009.9,29.3,14.6,41.0,16.6,40,3.0,0.0,Ci,609.0,51.8,35.2,28.6,24.4,23.0,3.0,56.0
201806071600,108.0,29.0,2.0,999.7,1009.3,29.3,14.6,41.0,16.6,40,2.0,0.0,Ci,905.0,47.5,34.4,29.2,24.8,23.1,3.0,41.0
201806071700,108.0,29.0,3.3,999.4,1009.0,28.2,17.0,51.0,19.4,40,2.0,0.0,Ci,879.0,41.9,33.8,29.5,25.2,23.3,3.0,53.0
201806071800,108.0,29.0,2.7,999.6,1009.3,25.6,16.4,57.0,18.6,40,5.0,0.0,Ci,1217.0,32.0,31.7,29.4,25.6,23.5,3.0,43.0
201806072100,108.0,27.0,2.6,999.9,1009.8,21.5,15.5,69.0,17.6,40,3.0,0.0,Ci,942.0,20.7,26.0,27.6,25.9,24.0,3.0,26.0
201806080000,108.0,27.0,2.2,1000.9,1010.8,19.1,15.9,82.0,18.1,40,2.0,0.0,Cc,874.0,17.9,23.2,25.6,25.3,24.1,3.0,19.0
201806080300,108.0,29.0,2.9,1000.1,1010.0,18.6,15.6,83.0,17.7,19,10.0,10.0,St,889.0,19.5,22.4,24.2,24.6,24.0,3.0,23.0
201806080400,108.0,29.0,2.0,999.9,1009.8,18.5,15.3,82.0,17.4,19,10.0,10.0,St,1072.0,19.6,22.2,24.0,24.4,23.9,3.0,12.0
201806080500,108.0,32.0,0.8,999.5,1009.4,18.6,15.2,81.0,17.3,-,10.0,10.0,St,1205.0,19.6,22.2,23.8,24.2,23.8,3.0,18.0
201806080600,108.0,29.0,2.0,999.9,1009.8,18.8,14.8,78.0,16.8,-,9.0,9.0,Sc,1259.0,20.1,22.1,23.6,24.1,23.7,3.0,15.0
201806080700,108.0,32.0,2.0,1000.2,1010.1,19.1,14.1,73.0,16.1,-,9.0,9.0,Sc,1300.0,22.0,22.2,23.4,23.9,23.6,3.0,25.0
201806080800,108.0,29.0,2.0,999.9,1009.8,19.7,13.8,69.0,15.8,-,8.0,8.0,Sc,1448.0,24.8,22.7,23.4,23.7,23.5,3.0,24.0
